part_number,name,description,price,brand,category,image_url,product_url,compatibility_models,installation_guide,specifications,in_stock
PS4140330,Thermal Fuse Assembly DA47-00095E,"This part works with the following products:
                Refrigerator.",45.95,Samsung,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/4140330-1-M-Samsung-DA47-00095E-Thermal-Fuse-Assembly.jpg,https://www.partselect.com/PS4140330-Samsung-DA47-00095E-Thermal-Fuse-Assembly.htm?SourceCode=18,AP4136048,Please refer to the product manual or visit https://www.partselect.com/PS4140330-Samsung-DA47-00095E-Thermal-Fuse-Assembly.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS4140330"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS4140330-Samsung-DA47-00095E-Thermal-Fuse-Assembly.htm?SourceCode=18""}",True
PS12710385,FRESH FOOD DOOR GASKET WHITE WR14X31072,"FRESH FOOD DOOR GASKET WHITE Specifications
                Introducing the white Fresh Food Door Gasket from GE, designed to provide optimal performance for your refrigerator. This vital component is expertly fabricated to create an airtight seal around your refrigerator door, preventing warm air from entering and potentially spoiling your food. Special care instructions for this gasket include smoothing out any folds or creases by soaking it in warm water or gently warming it with a hair dryer set on low heat. The process ensures the longevity and efficiency of the gasket. Prior to carrying out repair work with this door gasket, remember to stow away any food items that may deteriorate if the door is kept open for an extended period. Trust in the quality and reliability of the GE Fresh Food Door Gasket for superior refrigeration control.",61.33,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12710385-1-M-GE-WR14X31072-FRESH-FOOD-DOOR-GASKET-WHITE.jpg,https://www.partselect.com/PS12710385-GE-WR14X31072-FRESH-FOOD-DOOR-GASKET-WHITE.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS12710385-GE-WR14X31072-FRESH-FOOD-DOOR-GASKET-WHITE.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS12710385"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS12710385-GE-WR14X31072-FRESH-FOOD-DOOR-GASKET-WHITE.htm?SourceCode=18""}",True
PS2363600,Refrigerator Crisper Drawer Cover 240364787,"Refrigerator Crisper Drawer Cover Specifications
                This is a cover for the crisper pan in your refrigerator. This cover is designed to allow both crisper drawers to slide in and remain covered, while also offering shelf storage above. This cover is made of durable white plastic that measures 25.75 inches wide and 18.75 inches deep and features two sliders on each side to adjust the humidity as necessary. This cover is only the frame for the crisper drawer assembly and does not come with the necessary glass pane insert. If your current crisper drawer cover is cracked or broken and not able to support the drawers or glass above it, it needs to be replaced. This cover is an OEM part and is sold individually.",79.95,Frigidaire,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2363600-1-M-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.jpg,https://www.partselect.com/PS2363600-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18,AP4432913,Please refer to the product manual or visit https://www.partselect.com/PS2363600-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS2363600"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS2363600-Frigidaire-240364787-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18""}",True
PS2354645,Refrigerator Dairy Door WR22X10068,"Refrigerator Dairy Door Specifications
                This is the replacement dairy door for your refrigerator. It is made of clear plastic and is approximately 11 inches wide and 5.5 inches long. The dairy door connects to the shelf and it can be raised and lowered to access the interior of the shelf. The main reason you would want to replace the dairy door is if your old door is cracked or missing. This part is sold individually and is an OEM part sourced directly from the manufacturer.",48.95,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2354645-1-M-GE-WR22X10068-Refrigerator-Dairy-Door.jpg,https://www.partselect.com/PS2354645-GE-WR22X10068-Refrigerator-Dairy-Door.htm?SourceCode=18,AP4413136,Please refer to the product manual or visit https://www.partselect.com/PS2354645-GE-WR22X10068-Refrigerator-Dairy-Door.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS2354645"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS2354645-GE-WR22X10068-Refrigerator-Dairy-Door.htm?SourceCode=18""}",True
PS16556076,Refrigerator Water Filter 11034152,"Refrigerator Water Filter Specifications
                This genuine Bosch water filter is used to help reduce contaminants in the water supply including chlorine and lead. The water filter measures approximately 2 inches in diameter and is 9 inches long. It is recommended by the manufacturer to replace the water filter every 6 months for best performance.",68.53,Bosch,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/16556076-1-M-Bosch-11034152-Refrigerator-Water-Filter.jpg,https://www.partselect.com/PS16556076-Bosch-11034152-Refrigerator-Water-Filter.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS16556076-Bosch-11034152-Refrigerator-Water-Filter.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS16556076"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS16556076-Bosch-11034152-Refrigerator-Water-Filter.htm?SourceCode=18""}",True
PS1765256,STARTER 241707709,"This part works with the following products:
                Refrigerator.",63.31,Frigidaire,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1765256-1-M-Frigidaire-241707709-STARTER.jpg,https://www.partselect.com/PS1765256-Frigidaire-241707709-STARTER.htm?SourceCode=18,AP4033785,Please refer to the product manual or visit https://www.partselect.com/PS1765256-Frigidaire-241707709-STARTER.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS1765256"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS1765256-Frigidaire-241707709-STARTER.htm?SourceCode=18""}",True
PS11757021,Refrigerator Screw WPW10661886,"Refrigerator Screw Specifications
                This mounting screw is a genuine OEM replacement part for the door handle in your refrigerator. If you are having trouble shutting the refrigerator door, or opening it, replacing this screw can help solve the issue. Replacing this part is easy and requires minimal disassembly of the refrigerator end cap handle. Your will need a screwdriver to complete this repair.",10.95,Whirlpool,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11757021-1-M-Whirlpool-WPW10661886-Refrigerator-Screw.jpg,https://www.partselect.com/PS11757021-Whirlpool-WPW10661886-Refrigerator-Screw.htm?SourceCode=18,WPW10661886;AP6023675,Please refer to the product manual or visit https://www.partselect.com/PS11757021-Whirlpool-WPW10661886-Refrigerator-Screw.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS11757021"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS11757021-Whirlpool-WPW10661886-Refrigerator-Screw.htm?SourceCode=18""}",True
PS1018129,Refrigerator Evaporator Fan Blade WR60X10204,"Refrigerator Evaporator Fan Blade Specifications
                This blade attaches to the evaporator motor.",25.95,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1018129-1-M-GE-WR60X10204-Refrigerator-Evaporator-Fan-Blade.jpg,https://www.partselect.com/PS1018129-GE-WR60X10204-Refrigerator-Evaporator-Fan-Blade.htm?SourceCode=18,AP3868989,Please refer to the product manual or visit https://www.partselect.com/PS1018129-GE-WR60X10204-Refrigerator-Evaporator-Fan-Blade.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS1018129"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS1018129-GE-WR60X10204-Refrigerator-Evaporator-Fan-Blade.htm?SourceCode=18""}",True
PS17820154,Bottle Shelf 760392174,"This part works with the following products:
                Refrigerator.",78.01,SMEG,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/17820154-1-M-SMEG-760392174-Bottle-Shelf.jpg,https://www.partselect.com/PS17820154-SMEG-760392174-Bottle-Shelf.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS17820154-SMEG-760392174-Bottle-Shelf.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS17820154"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS17820154-SMEG-760392174-Bottle-Shelf.htm?SourceCode=18""}",True
PS890565,Refrigerator Crisper Drawer Cover WR32X10398,"Refrigerator Crisper Drawer Cover Specifications
                The crisper drawer cover sits on top of your vegetable crispers and helps to maintain proper crisper temperatures. It also doubles as a sturdy lower shelf for extra storage in your refrigerator. If the drawer cover is damaged or cracked, it will not be able to do either of its jobs, and should be replaced. This replacement cover features shallow, wide grooves to prevent leaks and to catch spills. It also has rail brackets underneath to hold the drawer, allowing the drawer to slide in and out. It is made with some added structural rigidity that makes it stronger and more durable than the original. This model measures 24 1/2 inches long x 19 inches wide x 2 5/8 inches deep.",64.95,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/890565-1-M-GE-WR32X10398-Refrigerator-Crisper-Drawer-Cover.jpg,https://www.partselect.com/PS890565-GE-WR32X10398-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18,AP3426095,Please refer to the product manual or visit https://www.partselect.com/PS890565-GE-WR32X10398-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS890565"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS890565-GE-WR32X10398-Refrigerator-Crisper-Drawer-Cover.htm?SourceCode=18""}",True
PS425733,Adjustable Leveling Foot - Black 216396900,"Adjustable Leveling Foot - Black Specifications
                This part could be found underneath a fridge, dryer, or freezer. The original foot may be cracked, broken, or perhaps missing altogether. If you notice the appliance is uneven to the floor or wobbling, it may indicate that the levelling foot needs to be replaced. You will need pliers and a block of wood to perform this task. There will be one adjustable foot found in the package. Lift the dryer and place the wood to keep it propped up. You may need to use the pliers to remove the old foot. Screw the new foot into place using your hand. Once the new leveling foot is in place, lift the appliance and remove the block. Test the machine out to ensure it is now sitting level.",32.95,Frigidaire,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/425733-1-M-Frigidaire-216396900-Adjustable-Leveling-Foot-Black.jpg,https://www.partselect.com/PS425733-Frigidaire-216396900-Adjustable-Leveling-Foot-Black.htm?SourceCode=18,AP2113255,Please refer to the product manual or visit https://www.partselect.com/PS425733-Frigidaire-216396900-Adjustable-Leveling-Foot-Black.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS425733"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS425733-Frigidaire-216396900-Adjustable-Leveling-Foot-Black.htm?SourceCode=18""}",True
PS16555201,LED Light Module W11527432,"LED Light Module Specifications
                This is an LED light module designed for use in refrigerators. This module features an LED light panel that is secured to the top portion of your refrigerator cabinet and shines light down when you open the appliance. If your current LED light is not turning on and/or is flickering or working intermittently, it needs to be replaced. Replacing this LED light panel is simple as it features a single power cable harness that connects inside your fridge, and a single screw to secure it. This LED light panel is sold individually and does not come with any other parts, such as its securing screw.",70.97,Whirlpool,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/16555201-1-M-Whirlpool-W11527432-LED-Light-Module.jpg,https://www.partselect.com/PS16555201-Whirlpool-W11527432-LED-Light-Module.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS16555201-Whirlpool-W11527432-LED-Light-Module.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS16555201"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS16555201-Whirlpool-W11527432-LED-Light-Module.htm?SourceCode=18""}",True
PS1991436,Fresh Food Door Gasket (Black) 241872512,"Fresh Food Door Gasket (Black) Specifications
                This door gasket is used to seal the refrigerator door when closed to keep the cool air inside and the room air out.",77.95,Frigidaire,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1991436-1-M-Frigidaire-241872512-Fresh-Food-Door-Gasket-Black.jpg,https://www.partselect.com/PS1991436-Frigidaire-241872512-Fresh-Food-Door-Gasket-Black.htm?SourceCode=18,AP4316031,Please refer to the product manual or visit https://www.partselect.com/PS1991436-Frigidaire-241872512-Fresh-Food-Door-Gasket-Black.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS1991436"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS1991436-Frigidaire-241872512-Fresh-Food-Door-Gasket-Black.htm?SourceCode=18""}",True
PS17139673,MWF MANIFOLD WR02X45206,"MWF MANIFOLD Specifications
                The filter is NOT included with this part.",57.37,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/17139673-1-M-GE-WR02X45206-MWF-MANIFOLD.jpg,https://www.partselect.com/PS17139673-GE-WR02X45206-MWF-MANIFOLD.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS17139673-GE-WR02X45206-MWF-MANIFOLD.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS17139673"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS17139673-GE-WR02X45206-MWF-MANIFOLD.htm?SourceCode=18""}",True
PS11753651,Refrigerator Drip Tray Gray WPW10356019,"Refrigerator Drip Tray Gray Specifications
                Enhance the longevity and efficiency of your Whirlpool refrigerator with this genuine OEM Drip Tray. Specifically designed to catch water that drips from the dispenser while in use, this gray drip tray assures you of a tidy, leak-free refrigerator. With its simple installation, replacing your old drip tray is a breeze - just pull out the old one and slide the new one into place, and for maximum protection, be sure to wear work gloves during the process. Crafted by Whirlpool, this tray ensures compatibility with specific models of Whirlpool, KitchenAid, Maytag, Jenn-Air, Amana, Inglis, and Magic Chef refrigerators. Don't compromise the performance of your refrigerator, keep it running efficiently with this essential Drip Tray. Please ensure you verify the part number is correct for your model before purchasing, as parts may appear the same but have subtle variations in size and shape.",49.31,Whirlpool,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11753651-1-M-Whirlpool-WPW10356019-Refrigerator-Drip-Tray-Gray.jpg,https://www.partselect.com/PS11753651-Whirlpool-WPW10356019-Refrigerator-Drip-Tray-Gray.htm?SourceCode=18,WPW10356019;AP6020332,Please refer to the product manual or visit https://www.partselect.com/PS11753651-Whirlpool-WPW10356019-Refrigerator-Drip-Tray-Gray.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS11753651"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS11753651-Whirlpool-WPW10356019-Refrigerator-Drip-Tray-Gray.htm?SourceCode=18""}",True
PS2340504,Kickplate Grille - White WR74X10271,"Kickplate Grille - White Specifications
                This part attaches to the bottom of the refrigerator. Clips sold individually.",47.95,GE,refrigerator,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2340504-1-M-GE-WR74X10271-Kickplate-Grille-White.jpg,https://www.partselect.com/PS2340504-GE-WR74X10271-Kickplate-Grille-White.htm?SourceCode=18,AP4363865,Please refer to the product manual or visit https://www.partselect.com/PS2340504-GE-WR74X10271-Kickplate-Grille-White.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS2340504"", ""category"": ""refrigerator"", ""url"": ""https://www.partselect.com/PS2340504-GE-WR74X10271-Kickplate-Grille-White.htm?SourceCode=18""}",True
