part_number,name,description,price,brand,category,image_url,product_url,compatibility_models,installation_guide,specifications,in_stock
PS10057899,BEARING 00632374,"This part works with the following products:
                Dishwasher.",22.92,Bosch,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/Schematics/Bosch/519A416BEA0D9B744A7189664609960B92C14294.gif,https://www.partselect.com/PS10057899-Bosch-00632374-BEARING.htm?SourceCode=18,AP5950415,Please refer to the product manual or visit https://www.partselect.com/PS10057899-Bosch-00632374-BEARING.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS10057899"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS10057899-Bosch-00632374-BEARING.htm?SourceCode=18""}",True
PS11728058,Range Heat Resistant Adhesive W10841140,"Range Heat Resistant Adhesive Specifications
                This is a heat-resistant adhesive for your appliance. The heat resistance allows you to stick parts such as grate feet, gaskets, and felt seals in hot areas, such as a cooktop, without compromising the integrity of the adhesive. It is white in color, and the tube is approximately 7.5 inches long.",17.95,Whirlpool,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11728058-1-M-Whirlpool-W10841140-Range-Heat-Resistant-Adhesive.jpg,https://www.partselect.com/PS11728058-Whirlpool-W10841140-Range-Heat-Resistant-Adhesive.htm?SourceCode=18,WP675652;AP5988848,Please refer to the product manual or visit https://www.partselect.com/PS11728058-Whirlpool-W10841140-Range-Heat-Resistant-Adhesive.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS11728058"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS11728058-Whirlpool-W10841140-Range-Heat-Resistant-Adhesive.htm?SourceCode=18""}",True
PS16746057,Access Valve 10023852,"Access Valve Specifications
                This water access valve, also known as a water inlet valve, is an authentic OEM replacement part used in dishwashers. The valve controls the flow of water into the dishwasher. It is responsible for allowing water from the household water supply to enter the dishwasher tub during the wash cycle. The valve is controlled by the electronic control board, which signals it to open or close based on the selected cycle and water level requirements. Once the dishwasher is filled to the appropriate level, the water inlet valve closes to prevent any further water from entering the tub. If the valve is faulty, you will likely experience water leakages, difficulties filling dishwasher, and poor cleaning results. This part is commonly associated with the E15 error code on dishwashers.",25.28,Bosch,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/16746057-1-M-Bosch-10023852-Access-Valve.jpg,https://www.partselect.com/PS16746057-Bosch-10023852-Access-Valve.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS16746057-Bosch-10023852-Access-Valve.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS16746057"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS16746057-Bosch-10023852-Access-Valve.htm?SourceCode=18""}",True
PS8730270,FILTER-MICRO 00645038,"FILTER-MICRO Specifications
                This micro filter is a genuine OEM replacement part that is compatible with dishwashers. Its primary function is to catch and trap small particles of food, debris, and other contaminants that may be present in the water circulating inside the dishwasher during the wash and rinse cycles. This filter helps prevent these particles from clogging the pump or recirculating back onto the dishes. Signs of a faulty micro filter include poor cleaning performance, slow drainage, stagnant water at the bottom of the tub, and loud and unusual noises when the dishwasher is running. It is recommended to clean the filter once a month for optimal performance.",37.3,Bosch,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/8730270-1-M-Bosch-00645038-FILTER-MICRO.jpg,https://www.partselect.com/PS8730270-Bosch-00645038-FILTER-MICRO.htm?SourceCode=18,AP4339631,Please refer to the product manual or visit https://www.partselect.com/PS8730270-Bosch-00645038-FILTER-MICRO.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS8730270"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS8730270-Bosch-00645038-FILTER-MICRO.htm?SourceCode=18""}",True
PS17800295,Palos Kick Plate Group 1514290300,"This part works with the following products:
                Dishwasher.",15.95,Blomberg,dishwasher,,https://www.partselect.com/PS17800295-Blomberg-1514290300-Palos-Kick-Plate-Group.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS17800295-Blomberg-1514290300-Palos-Kick-Plate-Group.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS17800295"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS17800295-Blomberg-1514290300-Palos-Kick-Plate-Group.htm?SourceCode=18""}",True
PS4222532,Dishwasher Basket Roller DD66-00023A,"Dishwasher Basket Roller Specifications
                Introducing the Lower Rack Roller with Mounting Clip from Samsung. This high quality component is an original replacement part, designed to perfectly fit a range of Samsung dishwasher models. It's crafted to ensure your dishwasher's dishes move smoothly and efficiently. Known to often wear at the same rate, these rollers are best replaced in pairs, ensuring continual smooth operation. Built for durability, rest assured that this roller will enhance your dish washing experience, with easy installation and exceptional performance. It's great investment to maintain the superb performance of your Samsung dishwasher.",16.95,Samsung,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/4222532-1-M-Samsung-DD66-00023A-Dishwasher-Basket-Roller.jpg,https://www.partselect.com/PS4222532-Samsung-DD66-00023A-Dishwasher-Basket-Roller.htm?SourceCode=18,AP4342187,Please refer to the product manual or visit https://www.partselect.com/PS4222532-Samsung-DD66-00023A-Dishwasher-Basket-Roller.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS4222532"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS4222532-Samsung-DD66-00023A-Dishwasher-Basket-Roller.htm?SourceCode=18""}",True
PS12072215,TUBE 11018097,"TUBE Specifications
                Experience a reliable and efficient solution for your dishwasher woes with the Bosch Water Tube. Specially crafted for compatibility with select Bosch, Thermador, and Gaggenau dishwasher models, this genuine OEM part is your ticket to a smooth-running dishwasher. The water tube's central function is to hold the spray arm and connect it to the water feed tube, thus facilitating superior cleaning performance. This pivotal connection underscores the absolute necessity of this part in your appliance. Despite appearances, minor size and shape variations in parts can make a significant difference, so ensure to verify your model's compatibility before making a purchase. Always wear gloves during installation for optimal safety.",43.28,Bosch,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12072215-1-M-Bosch-11018097-TUBE.jpg,https://www.partselect.com/PS12072215-Bosch-11018097-TUBE.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS12072215-Bosch-11018097-TUBE.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS12072215"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS12072215-Bosch-11018097-TUBE.htm?SourceCode=18""}",True
PS8746204,Dishwasher Lower Dishrack w/Wheels Gray WD28X10384,"Dishwasher Lower Dishrack w/Wheels Gray Specifications
                This genuine OEM lower rack assembly is compatible with various dishwashers. It is located at the bottom of the dishwasher. Each rack has a series of tines and dividers designed to accommodate different sizes and shapes of dishes. The assembly includes 8 rollers/wheels to allow users to easily slide the rack in and out of the dishwasher cavity. The rack holds larger items such as plates and bowls and keeps them secure and stable while the dishwasher is running. If the rack or wheels are damaged, then you will need to replace the assembly to avoid damage to the interior of the dishwasher or to your dishes.",140.95,GE,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/8746204-1-M-GE-WD28X10384-Dishwasher-Lower-Dishrack-w-Wheels-Gray.jpg,https://www.partselect.com/PS8746204-GE-WD28X10384-Dishwasher-Lower-Dishrack-w-Wheels-Gray.htm?SourceCode=18,AP5788827,Please refer to the product manual or visit https://www.partselect.com/PS8746204-GE-WD28X10384-Dishwasher-Lower-Dishrack-w-Wheels-Gray.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS8746204"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS8746204-GE-WD28X10384-Dishwasher-Lower-Dishrack-w-Wheels-Gray.htm?SourceCode=18""}",True
PS1990907,Water Inlet Valve (120v 60hz) 154637401,"Water Inlet Valve (120v 60hz) Specifications
                This water inlet valve is usually located behind the lower kickplate panel in either the right or left corner of the dishwasher. The attaching solenoids on the valve open and close according to the desired amount of water needed. The water inlet valve on your dishwasher supplies water to the dishwasher. If your dishwasher is leaking because it has overflowed, the water inlet valve may be the cause. If your dishwasher continues to fill above the heating element, try opening the door latch to see if it stops filling. If it continues to fill, you have a defective inlet valve that will need to be replaced.",14.77,Frigidaire,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1990907-1-M-Frigidaire-154637401-Water-Inlet-Valve-120v-60hz.jpg,https://www.partselect.com/PS1990907-Frigidaire-154637401-Water-Inlet-Valve-120v-60hz.htm?SourceCode=18,AP4321824,Please refer to the product manual or visit https://www.partselect.com/PS1990907-Frigidaire-154637401-Water-Inlet-Valve-120v-60hz.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS1990907"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS1990907-Frigidaire-154637401-Water-Inlet-Valve-120v-60hz.htm?SourceCode=18""}",True
PS12077222,Lower Cover Assembly ACQ88920601,"This part works with the following products:
                Dishwasher.",44.83,LG,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12077222-1-M-LG-ACQ88920601-Lower-Cover-Assembly.jpg,https://www.partselect.com/PS12077222-LG-ACQ88920601-Lower-Cover-Assembly.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS12077222-LG-ACQ88920601-Lower-Cover-Assembly.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS12077222"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS12077222-LG-ACQ88920601-Lower-Cover-Assembly.htm?SourceCode=18""}",True
PS5136129,Dishwasher Door Gasket w/Strike (Black) W10542314,"Dishwasher Door Gasket w/Strike (Black) Specifications
                This dishwasher door gasket and strike kit is an essential component for maintaining a watertight seal around the dishwasher door and ensuring proper latch operation. The gasket prevents water leakage by forming a tight seal between the door and the tub, while the strike works as a mechanical actuator for the door switch and provides tension for a secure seal. Over time, wear and tear may cause tears, gaps, or cuts in the gasket, leading to leaks. This genuine OEM replacement kit is compatible with select models of Whirlpool, KitchenAid, Maytag, Jenn-Air, Amana, Inglis, and Magic Chef dishwashers. For proper installation, unplug the dishwasher or turn off the circuit breaker to ensure safety. Refer to the installation guide or video for step-by-step instructions, and wear protective gloves while replacing the gasket and strike.",56.95,Whirlpool,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/5136129-1-M-Whirlpool-W10542314-Dishwasher-Door-Gasket-w-Strike-Black.jpg,https://www.partselect.com/PS5136129-Whirlpool-W10542314-Dishwasher-Door-Gasket-w-Strike-Black.htm?SourceCode=18,AP5650274,Please refer to the product manual or visit https://www.partselect.com/PS5136129-Whirlpool-W10542314-Dishwasher-Door-Gasket-w-Strike-Black.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS5136129"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS5136129-Whirlpool-W10542314-Dishwasher-Door-Gasket-w-Strike-Black.htm?SourceCode=18""}",True
PS261627,Long Front Panel - White WD31X10025,"This part works with the following products:
                Dishwasher.",69.53,GE,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/261627-1-M-GE-WD31X10025-Long-Front-Panel-White.jpg,https://www.partselect.com/PS261627-GE-WD31X10025-Long-Front-Panel-White.htm?SourceCode=18,AP3155844,Please refer to the product manual or visit https://www.partselect.com/PS261627-GE-WD31X10025-Long-Front-Panel-White.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS261627"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS261627-GE-WD31X10025-Long-Front-Panel-White.htm?SourceCode=18""}",True
PS11721490,Tub Gasket (Stainless Steel) WD08X22095,"This part fixes the following symptoms:
                Leaking",26.95,GE,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11721490-1-M-GE-WD08X22095-Tub-Gasket-Stainless-Steel.jpg,https://www.partselect.com/PS11721490-GE-WD08X22095-Tub-Gasket-Stainless-Steel.htm?SourceCode=18,AP5986342,Please refer to the product manual or visit https://www.partselect.com/PS11721490-GE-WD08X22095-Tub-Gasket-Stainless-Steel.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS11721490"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS11721490-GE-WD08X22095-Tub-Gasket-Stainless-Steel.htm?SourceCode=18""}",True
PS17821828,Heater Element (D32 115v) 806890552,"This part works with the following products:
                Dishwasher.",81.46,SMEG,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/17821828-1-M-SMEG-806890552-Heater-Element-D32-115v.jpg,https://www.partselect.com/PS17821828-SMEG-806890552-Heater-Element-D32-115v.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS17821828-SMEG-806890552-Heater-Element-D32-115v.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS17821828"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS17821828-SMEG-806890552-Heater-Element-D32-115v.htm?SourceCode=18""}",True
PS17137080,MID SPRAY ARM WD22X33498,"MID SPRAY ARM Specifications
                This OEM mid spray or center wash arm assembly distributes water and detergent in your dishwasher during the wash cycle. It has small nozzles that spray water onto your dishes and is located between the lower and upper rack. A broken assembly will result in weak water flow and ineffective dishwashing. It may also display signs of damage such as cracks, breaks, or missing nozzles. Additionally, a malfunctioning assembly can cause imbalanced water flow, potentially leading to damage to other dishwasher components such as filters or pumps. Prompt replacement is necessary to ensure proper dishwashing performance and prevent further damage. To install this to your appliance, you will need to snap its mounting bracket onto the rack before attaching the arms onto it. This replacement part is sold individually.",33.95,GE,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/17137080-1-M-GE-WD22X33498-MID-SPRAY-ARM.jpg,https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS17137080"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18""}",True
PS12343357,CAPACITOR WH12X26932,"This part works with the following products:
                Dishwasher.",52.95,GE,dishwasher,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12343357-1-M-GE-WH12X26932-CAPACITOR.jpg,https://www.partselect.com/PS12343357-GE-WH12X26932-CAPACITOR.htm?SourceCode=18,,Please refer to the product manual or visit https://www.partselect.com/PS12343357-GE-WH12X26932-CAPACITOR.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS12343357"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS12343357-GE-WH12X26932-CAPACITOR.htm?SourceCode=18""}",True
PS8717892,WATER INLET 00480476,"This part works with the following products:
                Dishwasher.",61.53,Bosch,dishwasher,,https://www.partselect.com/PS8717892-Bosch-00480476-WATER-INLET.htm?SourceCode=18,AP3954817,Please refer to the product manual or visit https://www.partselect.com/PS8717892-Bosch-00480476-WATER-INLET.htm?SourceCode=18#Instructions for detailed installation instructions.,"{""part_number"": ""PS8717892"", ""category"": ""dishwasher"", ""url"": ""https://www.partselect.com/PS8717892-Bosch-00480476-WATER-INLET.htm?SourceCode=18""}",True
